# q Iq
1.117972833338599280e-04 4.821442491582675837e+06
1.120809905715826430e-04 4.821407531986563466e+06
1.123654177713145983e-04 4.821372395084261894e+06
1.126505667600988004e-04 4.821337079978319816e+06
1.129364393696144123e-04 4.821301585766757838e+06
1.132230374361892634e-04 4.821265911543056369e+06
1.135103628008107856e-04 4.821230056396122091e+06
1.137984173091387123e-04 4.821194019410272129e+06
1.140872028115160830e-04 4.821157799665204249e+06
1.143767211629819288e-04 4.821121396235979162e+06
1.146669742232823849e-04 4.821084808192999102e+06
1.149579638568835253e-04 4.821048034601978958e+06
1.152496919329823672e-04 4.821011074523922987e+06
1.155421603255197595e-04 4.820973927015109919e+06
1.158353709131919974e-04 4.820936591127055697e+06
1.161293255794626267e-04 4.820899065906503238e+06
1.164240262125752914e-04 4.820861350395387970e+06
1.167194747055649552e-04 4.820823443630821072e+06
1.170156729562709801e-04 4.820785344645061530e+06
1.173126228673484150e-04 4.820747052465492859e+06
1.176103263462811150e-04 4.820708566114597023e+06
1.179087853053930983e-04 4.820669884609934874e+06
1.182080016618615974e-04 4.820631006964119151e+06
1.185079773377290663e-04 4.820591932184785604e+06
1.188087142599151749e-04 4.820552659274571575e+06
1.191102143602299819e-04 4.820513187231094576e+06
1.194124795753854134e-04 4.820473515046921559e+06
1.197155118470086537e-04 4.820433641709546559e+06
1.200193131216536639e-04 4.820393566201362759e+06
1.203238853508146404e-04 4.820353287499642931e+06
1.206292304909376153e-04 4.820312804576507770e+06
1.209353505034337924e-04 4.820272116398900747e+06
1.212422473546918936e-04 4.820231221928567626e+06
1.215499230160903288e-04 4.820190120122023858e+06
1.218583794640107755e-04 4.820148809930532239e+06
1.221676186798498480e-04 4.820107290300078690e+06
1.224776426500328393e-04 4.820065560171339661e+06
1.227884533660254980e-04 4.820023618479660712e+06
1.231000528243477712e-04 4.819981464155027643e+06
1.234124430265857032e-04 4.819939096122043207e+06
1.237256259794050964e-04 4.819896513299894519e+06
1.240396036945640612e-04 4.819853714602330700e+06
1.243543781889255655e-04 4.819810698937634937e+06
1.246699514844712582e-04 4.819767465208596550e+06
1.249863256083134228e-04 4.819724012312481180e+06
1.253035025927090715e-04 4.819680339141010307e+06
1.256214844750719805e-04 4.819636444580324925e+06
1.259402732979866758e-04 4.819592327510964125e+06
1.262598711092207391e-04 4.819547986807834357e+06
1.265802799617386581e-04 4.819503421340184286e+06
1.269015019137147561e-04 4.819458629971572198e+06
1.272235390285459853e-04 4.819413611559837125e+06
1.275463933748660487e-04 4.819368364957079291e+06
1.278700670265577055e-04 4.819322889009621926e+06
1.281945620627671372e-04 4.819277182557985187e+06
1.285198805679162257e-04 4.819231244436861016e+06
1.288460246317170009e-04 4.819185073475078680e+06
1.291729963491840001e-04 4.819138668495579623e+06
1.295007978206486879e-04 4.819092028315384872e+06
1.298294311517724940e-04 4.819045151745568030e+06
1.301588984535600134e-04 4.818998037591230124e+06
1.304892018423734260e-04 4.818950684651455842e+06
1.308203434399450463e-04 4.818903091719299555e+06
1.311523253733920687e-04 4.818855257581745274e+06
1.314851497752290901e-04 4.818807181019680575e+06
1.318188187833829088e-04 4.818758860807864927e+06
1.321533345412052645e-04 4.818710295714902692e+06
1.324886991974873391e-04 4.818661484503204003e+06
1.328249149064734177e-04 4.818612425928961486e+06
1.331619838278740888e-04 4.818563118742122315e+06
1.334999081268812334e-04 4.818513561686344445e+06
1.338386899741807645e-04 4.818463753498978913e+06
1.341783315459676702e-04 4.818413692911031656e+06
1.345188350239588887e-04 4.818363378647130914e+06
1.348602025954084599e-04 4.818312809425498359e+06
1.352024364531204819e-04 4.818261983957919292e+06
1.355455387954641812e-04 4.818210900949704461e+06
1.358895118263871399e-04 4.818159559099665843e+06
1.362343577554301765e-04 4.818107957100077532e+06
1.365800787977413050e-04 4.818056093636645935e+06
1.369266771740895315e-04 4.818003967388475314e+06
1.372741551108799785e-04 4.817951577028042637e+06
1.376225148401671937e-04 4.817898921221152879e+06
1.379717585996704913e-04 4.817845998626914807e+06
1.383218886327873423e-04 4.817792807897706516e+06
1.386729071886086341e-04 4.817739347679134458e+06
1.390248165219328468e-04 4.817685616610015742e+06
1.393776188932799038e-04 4.817631613322324120e+06
1.397313165689068656e-04 4.817577336441175081e+06
1.400859118208213467e-04 4.817522784584776498e+06
1.404414069267970742e-04 4.817467956364408135e+06
1.407978041703875755e-04 4.817412850384376012e+06
1.411551058409418725e-04 4.817357465241982602e+06
1.415133142336181149e-04 4.817301799527489580e+06
1.418724316493993832e-04 4.817245851824093610e+06
1.422324603951074032e-04 4.817189620707876049e+06
1.425934027834183755e-04 4.817133104747775942e+06
1.429552611328773143e-04 4.817076302505553700e+06
1.433180377679125486e-04 4.817019212535754777e+06
1.436817350188516866e-04 4.816961833385675214e+06
1.440463552219354670e-04 4.816904163595326245e+06
1.444119007193337778e-04 4.816846201697394252e+06
1.447783738591597238e-04 4.816787946217208169e+06
1.451457769954856997e-04 4.816729395672704093e+06
1.455141124883575126e-04 4.816670548574384302e+06
1.458833827038104271e-04 4.816611403425285593e+06
1.462535900138839926e-04 4.816551958720937371e+06
1.466247367966368425e-04 4.816492212949327193e+06
1.469968254361629569e-04 4.816432164590864442e+06
1.473698583226058117e-04 4.816371812118343078e+06
1.477438378521750211e-04 4.816311153996898793e+06
1.481187664271603238e-04 4.816250188683979213e+06
1.484946464559484423e-04 4.816188914629299194e+06
1.488714803530371503e-04 4.816127330274804495e+06
1.492492705390519698e-04 4.816065434054636396e+06
1.496280194407612681e-04 4.816003224395089783e+06
1.500077294910912744e-04 4.815940699714574032e+06
1.503884031291429120e-04 4.815877858423579484e+06
1.507700428002061636e-04 4.815814698924629949e+06
1.511526509557770126e-04 4.815751219612250105e+06
1.515362300535719707e-04 4.815687418872924522e+06
1.519207825575451276e-04 4.815623295085054822e+06
1.523063109379026517e-04 4.815558846618927084e+06
1.526928176711198667e-04 4.815494071836657822e+06
1.530803052399565929e-04 4.815428969092174433e+06
1.534687761334727052e-04 4.815363536731152795e+06
1.538582328470451286e-04 4.815297773090996780e+06
1.542486778823826913e-04 4.815231676500778645e+06
1.546401137475434447e-04 4.815165245281213894e+06
1.550325429569494092e-04 4.815098477744609118e+06
1.554259680314041647e-04 4.815031372194828466e+06
1.558203914981075961e-04 4.814963926927245222e+06
1.562158158906734302e-04 4.814896140228702687e+06
1.566122437491448212e-04 4.814828010377475061e+06
1.570096776200103424e-04 4.814759535643223673e+06
1.574081200562214421e-04 4.814690714286950417e+06
1.578075736172074870e-04 4.814621544560961425e+06
1.582080408688935698e-04 4.814552024708821438e+06
1.586095243837156343e-04 4.814482152965304442e+06
1.590120267406383374e-04 4.814411927556364797e+06
1.594155505251703634e-04 4.814341346699083224e+06
1.598200983293821778e-04 4.814270408601623029e+06
1.602256727519215588e-04 4.814199111463193782e+06
1.606322763980312966e-04 4.814127453473997302e+06
1.610399118795655376e-04 4.814055432815193199e+06
1.614485818150059396e-04 4.813983047658844851e+06
1.618582888294797773e-04 4.813910296167884953e+06
1.622690355547754741e-04 4.813837176496061496e+06
1.626808246293607078e-04 4.813763686787898652e+06
1.630936586983981588e-04 4.813689825178647414e+06
1.635075404137635894e-04 4.813615589794245549e+06
1.639224724340624588e-04 4.813540978751264513e+06
1.643384574246464032e-04 4.813465990156869404e+06
1.647554980576315859e-04 4.813390622108771466e+06
1.651735970119145268e-04 4.813314872695179656e+06
1.655927569731906418e-04 4.813238739994755946e+06
1.660129806339700998e-04 4.813162222076564096e+06
1.664342706935965520e-04 4.813085317000037991e+06
1.668566298582630696e-04 4.813008022814908065e+06
1.672800608410308736e-04 4.812930337561179884e+06
1.677045663618454622e-04 4.812852259269069880e+06
1.681301491475552050e-04 4.812773785958963446e+06
1.685568119319283647e-04 4.812694915641367435e+06
1.689845574556702007e-04 4.812615646316858940e+06
1.694133884664416711e-04 4.812535975976039656e+06
1.698433077188757779e-04 4.812455902599484660e+06
1.702743179745967023e-04 4.812375424157693982e+06
1.707064220022360139e-04 4.812294538611043245e+06
1.711396225774517257e-04 4.812213243909738027e+06
1.715739224829456681e-04 4.812131537993754260e+06
1.720093245084808092e-04 4.812049418792800047e+06
1.724458314509003099e-04 4.811966884226256050e+06
1.728834461141442471e-04 4.811883932203133591e+06
1.733221713092688318e-04 4.811800560622013174e+06
1.737620098544632682e-04 4.811716767371005379e+06
1.742029645750691337e-04 4.811632550327689387e+06
1.746450383035971570e-04 4.811547907359070145e+06
1.750882338797467611e-04 4.811462836321517825e+06
1.755325541504230307e-04 4.811377335060725920e+06
1.759780019697560925e-04 4.811291401411651634e+06
1.764245801991190315e-04 4.811205033198463731e+06
1.768722917071456722e-04 4.811118228234495036e+06
1.773211393697502023e-04 4.811030984322186559e+06
1.777711260701443847e-04 4.810943299253033474e+06
1.782222546988573440e-04 4.810855170807532035e+06
1.786745281537527514e-04 4.810766596755125560e+06
1.791279493400487735e-04 4.810677574854155071e+06
1.795825211703360705e-04 4.810588102851800621e+06
1.800382465645960378e-04 4.810498178484024480e+06
1.804951284502208364e-04 4.810407799475525506e+06
1.809531697620306865e-04 4.810316963539673947e+06
1.814123734422942497e-04 4.810225668378464878e+06
1.818727424407460039e-04 4.810133911682457663e+06
1.823342797146066806e-04 4.810041691130719148e+06
1.827969882286008014e-04 4.809949004390776157e+06
1.832608709549772509e-04 4.809855849118547514e+06
1.837259308735267056e-04 4.809762222958299331e+06
1.841921709716022875e-04 4.809668123542579822e+06
1.846595942441380770e-04 4.809573548492162488e+06
1.851282036936678426e-04 4.809478495415997691e+06
1.855980023303455595e-04 4.809382961911143735e+06
1.860689931719633255e-04 4.809286945562719367e+06
1.865411792439722869e-04 4.809190443943834864e+06
1.870145635795003646e-04 4.809093454615547322e+06
1.874891492193733419e-04 4.808995975126788020e+06
1.879649392121335674e-04 4.808898003014315851e+06
1.884419366140593888e-04 4.808799535802648403e+06
1.889201444891849401e-04 4.808700571004010737e+06
1.893995659093203614e-04 4.808601106118266471e+06
1.898802039540711524e-04 4.808501138632870279e+06
1.903620617108572812e-04 4.808400666022794321e+06
1.908451422749343806e-04 4.808299685750480741e+06
1.913294487494122064e-04 4.808198195265767165e+06
1.918149842452759695e-04 4.808096192005841993e+06
1.923017518814048481e-04 4.807993673395163380e+06
1.927897547845933742e-04 4.807890636845418252e+06
1.932789960895708945e-04 4.807787079755446874e+06
1.937694789390211677e-04 4.807682999511179514e+06
1.942612064836039126e-04 4.807578393485589884e+06
1.947541818819734842e-04 4.807473259038613178e+06
1.952484083008006925e-04 4.807367593517095782e+06
1.957438889147916140e-04 4.807261394254722632e+06
1.962406269067095191e-04 4.807154658571965061e+06
1.967386254673938193e-04 4.807047383776008151e+06
1.972378877957820485e-04 4.806939567160687409e+06
1.977384170989288645e-04 4.806831206006429158e+06
1.982402165920280849e-04 4.806722297580181621e+06
1.987432894984326364e-04 4.806612839135347866e+06
1.992476390496748296e-04 4.806502827911729924e+06
1.997532684854882870e-04 4.806392261135451496e+06
2.002601810538274043e-04 4.806281136018901132e+06
2.007683800108896036e-04 4.806169449760660529e+06
2.012778686211347679e-04 4.806057199545439333e+06
2.017886501573076027e-04 4.805944382544009946e+06
2.023007279004579917e-04 4.805830995913139544e+06
2.028141051399615427e-04 4.805717036795523018e+06
2.033287851735421121e-04 4.805602502319712192e+06
2.038447713072912926e-04 4.805487389600054361e+06
2.043620668556914263e-04 4.805371695736615919e+06
2.048806751416351200e-04 4.805255417815120891e+06
2.054005994964482843e-04 4.805138552906877361e+06
2.059218432599098933e-04 4.805021098068710417e+06
2.064444097802751597e-04 4.804903050342890434e+06
2.069683024142951586e-04 4.804784406757066958e+06
2.074935245272401647e-04 4.804665164324195124e+06
2.080200794929203340e-04 4.804545320042463951e+06
2.085479706937069810e-04 4.804424870895233937e+06
2.090772015205556451e-04 4.804303813850953244e+06
2.096077753730262296e-04 4.804182145863097161e+06
2.101396956593065560e-04 4.804059863870090805e+06
2.106729657962324762e-04 4.803936964795234613e+06
2.112075892093114265e-04 4.803813445546642877e+06
2.117435693327436781e-04 4.803689303017156199e+06
2.122809096094438041e-04 4.803564534084281884e+06
2.128196134910643697e-04 4.803439135610110126e+06
2.133596844380162606e-04 4.803313104441247880e+06
2.139011259194926985e-04 4.803186437408738770e+06
2.144439414134897319e-04 4.803059131327993236e+06
2.149881344068304959e-04 4.802931182998711243e+06
2.155337083951856217e-04 4.802802589204811491e+06
2.160806668830976042e-04 4.802673346714346670e+06
2.166290133840015374e-04 4.802543452279437333e+06
2.171787514202491297e-04 4.802412902636193670e+06
2.177298845231307942e-04 4.802281694504635409e+06
2.182824162328976308e-04 4.802149824588618241e+06
2.188363500987856045e-04 4.802017289575754665e+06
2.193916896790367951e-04 4.801884086137340404e+06
2.199484385409237921e-04 4.801750210928273387e+06
2.205066002607709722e-04 4.801615660586974584e+06
2.210661784239790020e-04 4.801480431735310704e+06
2.216271766250472270e-04 4.801344520978521556e+06
2.221895984675960063e-04 4.801207924905128777e+06
2.227534475643914861e-04 4.801070640086868778e+06
2.233187275373670403e-04 4.800932663078605197e+06
2.238854420176482883e-04 4.800793990418246947e+06
2.244535946455746163e-04 4.800654618626678362e+06
2.250231890707243853e-04 4.800514544207665138e+06
2.255942289519365606e-04 4.800373763647786342e+06
2.261667179573360550e-04 4.800232273416335694e+06
2.267406597643553863e-04 4.800090069965261966e+06
2.273160580597600197e-04 4.799947149729066528e+06
2.278929165396712453e-04 4.799803509124732576e+06
2.284712389095893521e-04 4.799659144551633857e+06
2.290510288844189177e-04 4.799514052391461097e+06
2.296322901884908986e-04 4.799368229008129798e+06
2.302150265555884072e-04 4.799221670747698285e+06
2.307992417289688022e-04 4.799074373938291334e+06
2.313849394613893846e-04 4.798926334889995866e+06
2.319721235151308159e-04 4.798777549894801341e+06
2.325607976620207816e-04 4.798628015226489864e+06
2.331509656834587644e-04 4.798477727140569128e+06
2.337426313704406560e-04 4.798326681874174625e+06
2.343357985235827994e-04 4.798174875645988621e+06
2.349304709531456513e-04 4.798022304656149819e+06
2.355266524790598304e-04 4.797868965086165816e+06
2.361243469309488581e-04 4.797714853098831140e+06
2.367235581481555592e-04 4.797559964838129468e+06
2.373242899797649926e-04 4.797404296429153532e+06
2.379265462846305806e-04 4.797247843978013843e+06
2.385303309313985037e-04 4.797090603571744636e+06
2.391356477985314983e-04 4.796932571278221905e+06
2.397425007743357183e-04 4.796773743146068417e+06
2.403508937569836384e-04 4.796614115204560570e+06
2.409608306545411058e-04 4.796453683463546447e+06
2.415723153849904325e-04 4.796292443913347088e+06
2.421853518762575284e-04 4.796130392524667084e+06
2.427999440662352657e-04 4.795967525248501450e+06
2.434160959028105835e-04 4.795803838016047142e+06
2.440338113438880155e-04 4.795639326738603413e+06
2.446530943574167405e-04 4.795473987307487987e+06
2.452739489214154651e-04 4.795307815593932755e+06
2.458963790239970890e-04 4.795140807448999956e+06
2.465203886633960274e-04 4.794972958703477867e+06
2.471459818479921169e-04 4.794804265167796984e+06
2.477731625963382092e-04 4.794634722631922923e+06
2.484019349371839689e-04 4.794464326865271665e+06
2.490323029095035750e-04 4.794293073616608046e+06
2.496642705625209285e-04 4.794120958613947034e+06
2.502978419557346976e-04 4.793947977564465255e+06
2.509330211589465070e-04 4.793774126154392958e+06
2.515698122522847901e-04 4.793599400048925541e+06
2.522082193262331954e-04 4.793423794892123900e+06
2.528482464816546012e-04 4.793247306306808256e+06
2.534898978298197390e-04 4.793069929894470610e+06
2.541331774924314251e-04 4.792891661235167645e+06
2.547780896016531836e-04 4.792712495887424797e+06
2.554246383001336409e-04 4.792532429388131946e+06
2.560728277410348778e-04 4.792351457252454013e+06
2.567226620880586128e-04 4.792169574973710813e+06
2.573741455154717893e-04 4.791986778023295105e+06
2.580272822081355237e-04 4.791803061850561760e+06
2.586820763615297713e-04 4.791618421882720664e+06
2.593385321817823284e-04 4.791432853524747305e+06
2.599966538856938233e-04 4.791246352159271017e+06
2.606564457007666644e-04 4.791058913146469742e+06
2.613179118652312781e-04 4.790870531823972240e+06
2.619810566280727799e-04 4.790681203506749123e+06
2.626458842490597603e-04 4.790490923487014137e+06
2.633123989987698715e-04 4.790299687034109607e+06
2.639806051586192641e-04 4.790107489394411445e+06
2.646505070208878484e-04 4.789914325791213661e+06
2.653221088887492188e-04 4.789720191424629651e+06
2.659954150762958614e-04 4.789525081471480429e+06
2.666704299085692945e-04 4.789328991085193120e+06
2.673471577215856022e-04 4.789131915395678021e+06
2.680256028623651410e-04 4.788933849509245716e+06
2.687057696889596451e-04 4.788734788508475758e+06
2.693876625704794397e-04 4.788534727452117018e+06
2.700712858871234193e-04 4.788333661374979652e+06
2.707566440302050146e-04 4.788131585287823342e+06
2.714437414021824411e-04 4.787928494177241810e+06
2.721325824166850459e-04 4.787724383005565964e+06
2.728231714985433938e-04 4.787519246710733511e+06
2.735155130838169148e-04 4.787313080206193030e+06
2.742096116198214427e-04 4.787105878380786628e+06
2.749054715651601147e-04 4.786897636098633520e+06
2.756030973897492841e-04 4.786688348199024796e+06
2.763024935748497994e-04 4.786478009496302344e+06
2.770036646130934047e-04 4.786266614779748023e+06
2.777066150085139647e-04 4.786054158813471906e+06
2.784113492765740274e-04 4.785840636336295865e+06
2.791178719441961579e-04 4.785626042061629705e+06
2.798261875497896640e-04 4.785410370677377097e+06
2.805363006432818208e-04 4.785193616845793091e+06
2.812482157861463314e-04 4.784975775203385390e+06
2.819619375514315161e-04 4.784756840360793285e+06
2.826774705237918624e-04 4.784536806902664714e+06
2.833948192995152933e-04 4.784315669387546368e+06
2.841139884865547167e-04 4.784093422347758897e+06
2.848349827045554565e-04 4.783870060289281420e+06
2.855578065848870194e-04 4.783645577691629529e+06
2.862824647706718804e-04 4.783419969007738866e+06
2.870089619168147022e-04 4.783193228663842194e+06
2.877373026900329638e-04 4.782965351059347391e+06
2.884674917688873183e-04 4.782736330566722900e+06
2.891995338438112999e-04 4.782506161531369202e+06
2.899334336171403804e-04 4.782274838271495886e+06
2.906691958031442247e-04 4.782042355078004301e+06
2.914068251280548254e-04 4.781808706214365549e+06
2.921463263300989746e-04 4.781573885916487314e+06
2.928877041595265079e-04 4.781337888392600231e+06
2.936309633786428298e-04 4.781100707823130302e+06
2.943761087618385129e-04 4.780862338360567577e+06
2.951231450956193301e-04 4.780622774129350670e+06
2.958720771786388891e-04 4.780382009225733578e+06
2.966229098217269843e-04 4.780140037717665546e+06
2.973756478479232072e-04 4.779896853644655086e+06
2.981302960925052438e-04 4.779652451017650776e+06
2.988868594030224309e-04 4.779406823818911798e+06
2.996453426393245415e-04 4.779159966001880355e+06
3.004057506735953410e-04 4.778911871491043828e+06
3.011680883903814269e-04 4.778662534181820229e+06
3.019323606866259474e-04 4.778411947940418497e+06
3.026985724716988509e-04 4.778160106603710912e+06
3.034667286674276230e-04 4.777907003979098983e+06
3.042368342081312759e-04 4.777652633844392374e+06
3.050088940406491347e-04 4.777396989947668277e+06
3.057829131243754769e-04 4.777140066007134505e+06
3.065588964312886979e-04 4.776881855711015873e+06
3.073368489459854633e-04 4.776622352717401460e+06
3.081167756657119338e-04 4.776361550654119812e+06
3.088986816003946108e-04 4.776099443118603900e+06
3.096825717726751394e-04 4.775836023677757941e+06
3.104684512179396358e-04 4.775571285867817700e+06
3.112563249843538701e-04 4.775305223194223829e+06
3.120461981328929730e-04 4.775037829131472856e+06
3.128380757373766183e-04 4.774769097122994252e+06
3.136319628844988928e-04 4.774499020581004210e+06
3.144278646738637496e-04 4.774227592886370607e+06
3.152257862180150405e-04 4.773954807388478890e+06
3.160257326424716442e-04 4.773680657405084930e+06
3.168277090857595044e-04 4.773405136222185567e+06
3.176317206994433971e-04 4.773128237093873322e+06
3.184377726481627631e-04 4.772849953242201358e+06
3.192458701096618492e-04 4.772570277857034467e+06
3.200560182748257579e-04 4.772289204095916823e+06
3.208682223477111301e-04 4.772006725083928555e+06
3.216824875455819781e-04 4.771722833913541399e+06
3.224988190989420489e-04 4.771437523644473404e+06
3.233172222515678929e-04 4.771150787303556688e+06
3.241377022605431237e-04 4.770862617884587497e+06
3.249602643962929511e-04 4.770573008348175324e+06
3.257849139426171941e-04 4.770281951621613465e+06
3.266116561967234580e-04 4.769989440598722547e+06
3.274404964692632924e-04 4.769695468139708973e+06
3.282714400843637957e-04 4.769400027071021497e+06
3.291044923796642612e-04 4.769103110185198486e+06
3.299396587063481066e-04 4.768804710240729153e+06
3.307769444291793035e-04 4.768504819961901754e+06
3.316163549265359334e-04 4.768203432038653642e+06
3.324578955904439062e-04 4.767900539126427844e+06
3.333015718266136066e-04 4.767596133846021257e+06
3.341473890544722570e-04 4.767290208783436567e+06
3.349953527072010518e-04 4.766982756489730440e+06
3.358454682317678461e-04 4.766673769480869174e+06
3.366977410889641269e-04 4.766363240237568505e+06
3.375521767534391112e-04 4.766051161205149256e+06
3.384087807137344407e-04 4.765737524793383665e+06
3.392675584723200142e-04 4.765422323376344517e+06
3.401285155456298752e-04 4.765105549292248674e+06
3.409916574640971232e-04 4.764787194843309931e+06
3.418569897721884451e-04 4.764467252295575105e+06
3.427245180284420084e-04 4.764145713878785260e+06
3.435942478055004751e-04 4.763822571786204353e+06
3.444661846901495451e-04 4.763497818174474873e+06
3.453403342833510242e-04 4.763171445163462311e+06
3.462167022002813677e-04 4.762843444836086594e+06
3.470952940703666461e-04 4.762513809238182381e+06
3.479761155373175640e-04 4.762182530378333293e+06
3.488591722591682757e-04 4.761849600227712654e+06
3.497444699083098862e-04 4.761515010719926096e+06
3.506320141715296452e-04 4.761178753750859760e+06
3.515218107500447746e-04 4.760840821178507991e+06
3.524138653595414996e-04 4.760501204822831787e+06
3.533081837302107188e-04 4.760159896465580910e+06
3.542047716067839996e-04 4.759816887850142084e+06
3.551036347485713634e-04 4.759472170681380667e+06
3.560047789294989063e-04 4.759125736625469290e+06
3.569082099381451208e-04 4.758777577309736982e+06
3.578139335777770534e-04 4.758427684322498739e+06
3.587219556663902580e-04 4.758076049212895334e+06
3.596322820367429474e-04 4.757722663490730338e+06
3.605449185363965975e-04 4.757367518626307137e+06
3.614598710277505873e-04 4.757010606050259434e+06
3.623771453880823140e-04 4.756651917153389193e+06
3.632967475095839481e-04 4.756291443286507390e+06
3.642186832993990790e-04 4.755929175760257058e+06
3.651429586796634268e-04 4.755565105844956823e+06
3.660695795875395370e-04 4.755199224770425819e+06
3.669985519752584136e-04 4.754831523725821637e+06
3.679298818101543224e-04 4.754461993859473616e+06
3.688635750747060443e-04 4.754090626278706826e+06
3.697996377665739554e-04 4.753717412049683742e+06
3.707380758986379742e-04 4.753342342197228223e+06
3.716788954990368093e-04 4.752965407704659738e+06
3.726221026112075331e-04 4.752586599513616413e+06
3.735677032939235830e-04 4.752205908523891121e+06
3.745157036213326001e-04 4.751823325593261980e+06
3.754661096829980623e-04 4.751438841537318192e+06
3.764189275839353345e-04 4.751052447129276581e+06
3.773741634446540062e-04 4.750664133099833503e+06
3.783318234011940500e-04 4.750273890136971138e+06
3.792919136051681054e-04 4.749881708885792643e+06
3.802544402237996424e-04 4.749487579948347993e+06
3.812194094399617766e-04 4.749091493883457966e+06
3.821868274522180887e-04 4.748693441206543706e+06
3.831567004748627947e-04 4.748293412389442325e+06
3.841290347379601564e-04 4.747891397860244848e+06
3.851038364873832958e-04 4.747487388003107160e+06
3.860811119848565334e-04 4.747081373158081435e+06
3.870608675079946362e-04 4.746673343620934524e+06
3.880431093503421201e-04 4.746263289642978460e+06
3.890278438214147204e-04 4.745851201430883259e+06
3.900150772467404292e-04 4.745437069146503694e+06
3.910048159678996649e-04 4.745020882906699553e+06
3.919970663425644659e-04 4.744602632783159614e+06
3.929918347445424554e-04 4.744182308802214451e+06
3.939891275638142463e-04 4.743759900944666006e+06
3.949889512065780559e-04 4.743335399145602249e+06
3.959913120952873278e-04 4.742908793294212781e+06
3.969962166686950215e-04 4.742480073233619332e+06
3.980036713818935657e-04 4.742049228760678321e+06
3.990136827063556777e-04 4.741616249625816941e+06
4.000262571299768107e-04 4.741181125532834791e+06
4.010414011571173287e-04 4.740743846138726920e+06
4.020591213086437067e-04 4.740304401053505018e+06
4.030794241219693504e-04 4.739862779840009287e+06
4.041023161510989945e-04 4.739418972013724037e+06
4.051278039666678966e-04 4.738972967042597011e+06
4.061558941559872656e-04 4.738524754346850328e+06
4.071865933230831838e-04 4.738074323298796080e+06
4.082199080887419815e-04 4.737621663222655654e+06
4.092558450905514362e-04 4.737166763394369744e+06
4.102944109829424063e-04 4.736709613041409291e+06
4.113356124372342048e-04 4.736250201342597604e+06
4.123794561416742267e-04 4.735788517427911051e+06
4.134259488014843534e-04 4.735324550378304906e+06
4.144750971389005254e-04 4.734858289225514978e+06
4.155269078932188756e-04 4.734389722951878794e+06
4.165813878208379588e-04 4.733918840490139090e+06
4.176385436953009272e-04 4.733445630723256618e+06
4.186983823073403077e-04 4.732970082484226674e+06
4.197609104649221838e-04 4.732492184555882588e+06
4.208261349932891832e-04 4.732011925670712255e+06
4.218940627350030339e-04 4.731529294510657899e+06
4.229647005499915092e-04 4.731044279706941918e+06
4.240380553155890316e-04 4.730556869839861058e+06
4.251141339265843231e-04 4.730067053438600153e+06
4.261929432952612259e-04 4.729574818981044926e+06
4.272744903514461901e-04 4.729080154893583618e+06
4.283587820425513708e-04 4.728583049550921656e+06
4.294458253336181047e-04 4.728083491275881417e+06
4.305356272073645606e-04 4.727581468339218758e+06
4.316281946642271019e-04 4.727076968959419988e+06
4.327235347224089130e-04 4.726569981302521192e+06
4.338216544179214701e-04 4.726060493481899612e+06
4.349225608046326254e-04 4.725548493558094837e+06
4.360262609543110596e-04 4.725033969538602978e+06
